Date,Open,High,Low,Close,Volume
03/10/2025,"38.34","39.41","38.34","39.00","192,123"
03/07/2025,"38.35","38.99","37.83","38.59","107,193"
03/06/2025,"38.25","38.67","37.92","38.52","109,501"
03/05/2025,"38.78","39.25","38.08","38.48","97,532"
03/04/2025,"39.21","39.30","38.14","38.78","193,763"
03/03/2025,"40.10","40.63","39.62","39.73","239,006"
02/28/2025,"39.92","40.29","39.37","40.11","134,926"
02/27/2025,"40.50","40.88","37.67","39.68","312,939"
02/26/2025,"40.67","41.22","40.67","41.17","73,340"
02/25/2025,"40.97","41.22","40.83","40.91","81,407"
02/24/2025,"41.09","41.25","40.70","40.70","86,366"
02/21/2025,"41.42","41.42","40.66","40.75","99,783"
02/20/2025,"41.24","41.25","40.51","41.00","79,884"
02/19/2025,"40.91","41.63","40.89","41.54","102,489"
02/18/2025,"41.22","41.35","40.83","40.95","74,276"
02/14/2025,"42.44","42.51","40.83","41.20","164,078"
02/13/2025,"41.21","42.75","41.20","42.20","154,319"
02/12/2025,"40.78","41.11","40.42","40.80","119,083"
02/11/2025,"40.48","41.24","40.40","41.08","56,745"
02/10/2025,"41.32","41.35","40.67","40.86","91,556"
02/07/2025,"41.51","41.59","40.72","40.99","155,258"
02/06/2025,"41.07","41.60","40.77","41.52","99,967"
02/05/2025,"41.00","41.06","40.52","40.82","128,304"
02/04/2025,"40.42","40.93","40.40","40.87","147,248"
02/03/2025,"40.21","40.62","39.74","40.45","334,800"
01/31/2025,"41.63","41.75","40.77","40.95","144,473"
01/30/2025,"42.14","42.67","41.27","41.55","233,119"
01/29/2025,"40.70","41.73","40.00","41.73","1,035,695"
01/28/2025,"40.17","40.80","40.17","40.50","43,248"
01/27/2025,"39.67","40.53","39.67","40.39","73,910"
01/24/2025,"39.30","39.81","39.16","39.63","48,592"
01/23/2025,"39.50","39.68","39.19","39.32","55,098"
01/22/2025,"40.50","40.50","39.45","39.67","61,048"
01/21/2025,"40.05","41.11","40.05","40.60","102,607"
01/17/2025,"40.00","40.50","39.77","40.12","99,226"
01/16/2025,"39.90","40.34","39.67","39.83","69,562"
01/15/2025,"40.05","40.38","39.75","40.08","150,918"
01/14/2025,"39.57","40.07","39.25","39.68","94,930"
01/13/2025,"38.26","39.22","38.17","39.18","61,550"
01/10/2025,"38.91","39.33","38.28","38.63","108,409"
01/08/2025,"38.82","39.53","38.44","39.35","89,290"
01/07/2025,"39.24","39.55","38.32","38.92","167,087"
01/06/2025,"39.16","39.39","38.93","39.30","63,423"
01/03/2025,"39.13","39.19","38.60","39.16","53,686"
01/02/2025,"39.85","40.10","38.39","39.02","80,324"
12/31/2024,"39.90","40.32","39.71","39.85","65,858"
12/30/2024,"39.70","39.98","39.18","39.65","46,400"
12/27/2024,"40.20","41.00","39.57","39.89","64,737"
12/26/2024,"40.21","40.64","39.92","40.45","58,048"
12/24/2024,"40.18","40.34","39.74","40.32","26,097"
12/23/2024,"40.13","40.35","39.26","40.09","77,649"
12/20/2024,"39.74","41.01","39.50","40.48","259,276"
12/19/2024,"40.37","40.37","39.33","40.22","136,334"
12/18/2024,"41.14","41.29","39.67","40.06","131,369"
12/17/2024,"40.73","41.43","40.60","41.08","90,999"
12/16/2024,"40.62","42.13","40.62","40.81","161,207"
12/13/2024,"39.68","40.57","39.42","40.50","102,270"
12/12/2024,"39.99","40.26","39.69","39.76","38,099"
12/11/2024,"40.06","40.34","39.62","39.96","81,738"
12/10/2024,"39.90","40.24","39.18","39.74","63,366"
12/09/2024,"39.90","40.27","38.87","39.88","175,422"
12/06/2024,"40.18","40.18","39.28","39.75","53,289"
12/05/2024,"40.66","40.66","39.75","39.81","72,382"
12/04/2024,"40.23","40.71","40.08","40.55","47,123"
12/03/2024,"40.20","40.81","39.93","40.42","73,069"
12/02/2024,"40.70","40.91","39.89","40.47","59,744"
11/29/2024,"40.83","40.89","40.10","40.55","51,401"
11/27/2024,"40.00","40.59","39.99","40.39","97,926"
11/26/2024,"40.50","40.62","39.77","40.00","58,903"
11/25/2024,"39.32","40.83","39.32","40.65","156,705"
11/22/2024,"39.24","39.61","38.95","39.21","52,877"
11/21/2024,"38.46","39.34","38.01","38.96","67,362"
11/20/2024,"38.82","38.82","38.03","38.25","56,917"
11/19/2024,"38.83","39.15","38.48","38.80","70,070"
11/18/2024,"38.10","38.93","37.80","38.85","100,251"
11/15/2024,"38.48","38.52","37.23","38.10","93,482"
11/14/2024,"38.79","38.79","38.01","38.15","60,149"
11/13/2024,"39.63","39.63","38.50","38.57","53,384"
11/12/2024,"40.04","40.29","39.18","39.50","65,543"
11/11/2024,"39.80","40.47","39.58","39.94","102,633"
11/08/2024,"39.39","39.68","39.11","39.39","78,877"
11/07/2024,"39.76","39.77","39.10","39.34","69,422"
11/06/2024,"39.25","39.97","38.76","39.82","189,962"
11/05/2024,"37.28","38.09","37.28","37.97","104,973"
11/04/2024,"36.88","38.19","36.86","37.54","114,201"
11/01/2024,"37.48","37.70","36.17","36.89","154,283"
10/31/2024,"34.00","38.33","34.00","37.39","365,751"
10/30/2024,"32.58","33.00","32.31","32.66","60,629"
10/29/2024,"32.33","32.78","32.33","32.59","35,515"
10/28/2024,"32.14","32.90","32.14","32.64","52,565"
10/25/2024,"32.26","32.47","31.93","32.09","49,229"
10/24/2024,"32.33","32.40","31.71","32.11","89,163"
10/23/2024,"31.91","32.34","31.75","32.29","67,349"
10/22/2024,"31.87","32.05","31.74","32.00","128,800"
10/21/2024,"32.26","32.40","31.86","32.09","52,714"
10/18/2024,"32.40","32.74","32.06","32.35","75,361"
10/17/2024,"31.52","32.36","31.50","32.35","83,032"
10/16/2024,"31.33","31.61","31.15","31.46","74,521"
10/15/2024,"30.90","31.26","30.80","31.01","52,358"
10/14/2024,"30.81","30.99","30.60","30.86","28,959"
10/11/2024,"30.66","31.11","30.45","30.84","38,676"
10/10/2024,"30.15","30.86","30.15","30.67","66,682"
10/09/2024,"30.81","31.03","30.35","30.35","71,185"
10/08/2024,"31.40","31.40","30.63","30.68","133,338"
10/07/2024,"31.73","31.84","31.11","31.20","70,620"
10/04/2024,"32.12","32.13","31.60","31.92","48,814"
10/03/2024,"32.17","32.24","31.65","31.71","54,779"
10/02/2024,"32.66","32.72","32.39","32.43","50,201"
10/01/2024,"32.61","32.88","32.36","32.75","71,239"
09/30/2024,"32.78","32.92","32.42","32.83","76,224"
09/27/2024,"33.01","33.23","32.65","32.82","54,985"
09/26/2024,"33.19","33.36","32.84","32.91","68,193"
09/25/2024,"33.09","33.09","32.69","32.78","69,037"
09/24/2024,"32.89","33.18","32.74","33.08","66,183"
09/23/2024,"33.01","33.18","32.55","32.95","78,635"
09/20/2024,"33.22","33.35","32.85","32.93","269,124"
09/19/2024,"33.52","33.59","32.89","33.38","101,510"
09/18/2024,"33.17","33.64","32.69","32.85","85,747"
09/17/2024,"33.23","33.61","32.82","33.16","130,900"
09/16/2024,"33.14","33.39","32.89","32.90","113,425"
09/13/2024,"32.70","33.09","32.55","33.02","114,313"
09/12/2024,"32.29","32.47","32.07","32.38","70,281"
09/11/2024,"32.07","32.19","31.68","32.10","69,730"
09/10/2024,"32.35","32.43","31.99","32.33","80,203"
09/09/2024,"32.19","32.68","32.12","32.20","78,044"
09/06/2024,"33.03","33.03","32.15","32.33","104,267"
09/05/2024,"33.01","33.38","32.86","33.02","88,849"
09/04/2024,"32.87","33.09","32.67","33.01","92,675"
09/03/2024,"32.87","33.18","32.56","32.81","91,631"
08/30/2024,"33.00","33.29","32.77","33.15","173,153"
08/29/2024,"33.09","33.10","32.60","32.89","89,580"
08/28/2024,"32.53","33.07","32.53","32.88","96,508"
08/27/2024,"32.39","32.86","32.34","32.66","69,704"
08/26/2024,"32.65","32.88","32.23","32.52","129,422"
08/23/2024,"31.53","32.36","31.47","32.30","87,942"
08/22/2024,"31.46","31.64","31.27","31.35","76,167"
08/21/2024,"31.52","31.53","31.13","31.44","52,010"
08/20/2024,"31.24","31.34","31.04","31.33","73,627"
08/19/2024,"31.26","31.48","31.02","31.30","80,542"
08/16/2024,"31.25","31.75","31.25","31.43","132,254"
08/15/2024,"30.80","31.26","30.50","31.14","104,979"
08/14/2024,"30.26","30.32","29.88","30.20","95,714"
08/13/2024,"30.17","30.50","29.56","30.34","154,359"
08/12/2024,"30.10","30.19","29.75","29.99","93,437"
08/09/2024,"29.88","30.05","29.53","30.01","203,142"
08/08/2024,"29.80","30.07","29.21","30.00","79,025"
08/07/2024,"29.77","29.79","28.79","28.89","81,318"
08/06/2024,"29.14","29.75","29.00","29.40","110,799"
08/05/2024,"30.01","30.01","28.85","29.14","153,785"
08/02/2024,"32.39","32.39","30.77","31.10","160,095"
08/01/2024,"34.05","35.00","31.91","32.39","271,052"
07/31/2024,"31.73","32.56","31.53","32.06","134,268"
07/30/2024,"31.98","32.45","31.54","31.98","324,107"
07/29/2024,"31.73","32.18","31.26","31.78","85,195"
07/26/2024,"31.45","31.68","31.15","31.59","108,000"
07/25/2024,"30.40","31.22","30.40","30.92","113,259"
07/24/2024,"30.52","31.14","30.28","30.38","64,674"
07/23/2024,"30.34","30.89","30.16","30.55","84,878"
07/22/2024,"30.01","30.60","29.65","30.39","137,270"
07/19/2024,"29.34","30.09","29.34","30.02","184,974"
07/18/2024,"28.89","29.95","28.89","29.34","102,262"
07/17/2024,"28.79","29.21","28.50","29.07","123,054"
07/16/2024,"28.58","29.15","28.33","28.82","123,918"
07/15/2024,"27.87","28.31","27.76","28.20","102,837"
07/12/2024,"27.84","28.14","27.56","27.66","118,553"
07/11/2024,"26.86","27.66","26.73","27.45","114,089"
07/10/2024,"26.16","26.28","25.84","26.28","34,229"
07/09/2024,"26.18","26.40","25.88","26.02","49,694"
07/08/2024,"26.37","26.68","26.19","26.31","68,124"
07/05/2024,"27.10","27.22","26.06","26.18","92,590"
07/03/2024,"27.71","27.71","26.87","27.18","60,205"
07/02/2024,"26.59","27.40","26.51","27.39","147,716"
07/01/2024,"27.04","27.04","26.31","26.51","67,621"
06/28/2024,"27.17","27.39","26.46","26.84","351,259"
06/27/2024,"27.09","27.09","26.45","26.93","152,076"
06/26/2024,"26.90","27.51","26.80","26.90","135,934"
06/25/2024,"27.37","27.37","26.89","27.08","81,458"
06/24/2024,"27.36","27.97","27.20","27.37","90,147"
06/21/2024,"26.94","27.88","26.93","27.28","178,812"
06/20/2024,"27.28","27.46","26.85","26.92","57,611"
06/18/2024,"27.66","27.73","27.17","27.33","77,619"
06/17/2024,"27.88","28.19","27.52","27.54","77,830"
06/14/2024,"28.60","29.10","28.01","28.12","102,933"
06/13/2024,"28.92","29.52","28.43","29.13","166,568"
06/12/2024,"28.94","29.55","28.70","29.00","232,422"
06/11/2024,"28.20","28.25","27.85","27.91","80,763"
06/10/2024,"28.01","28.49","27.77","28.40","123,547"
06/07/2024,"28.44","28.74","28.33","28.34","102,927"
06/06/2024,"28.38","29.08","28.38","28.81","101,226"
06/05/2024,"28.02","28.80","27.79","28.63","274,554"
06/04/2024,"27.24","28.43","27.00","27.94","338,440"
06/03/2024,"27.22","27.22","26.27","26.44","144,470"
05/31/2024,"26.68","27.31","26.55","26.89","567,143"
05/30/2024,"26.26","26.75","26.22","26.62","79,463"
05/29/2024,"26.32","26.70","26.21","26.21","138,198"
05/28/2024,"26.89","27.19","26.59","26.63","68,262"
05/24/2024,"26.53","26.81","26.37","26.72","95,702"
05/23/2024,"26.40","26.64","26.26","26.48","88,066"
05/22/2024,"26.23","26.59","26.14","26.40","75,319"
05/21/2024,"26.53","26.62","26.23","26.56","64,268"
05/20/2024,"27.06","27.19","26.55","26.56","54,537"
05/17/2024,"26.80","27.50","26.64","27.07","138,357"
05/16/2024,"26.56","26.70","26.25","26.69","97,756"
05/15/2024,"26.80","26.80","26.19","26.44","154,630"
05/14/2024,"26.91","27.24","26.29","26.54","100,811"
05/13/2024,"26.20","26.72","26.13","26.54","167,160"
05/10/2024,"26.30","26.30","25.78","26.02","166,481"
05/09/2024,"25.73","26.41","25.53","26.31","100,255"
