Date,Open,High,Low,Close,Volume
03/10/2025,"89.76","90.23","86.61","87.82","35,148,840"
03/07/2025,"93.94","93.95","90.76","91.72","35,913,160"
03/06/2025,"94.80","96.19","94.18","94.64","19,957,801"
03/05/2025,"94.97","96.39","94.75","95.98","17,638,961"
03/04/2025,"95.76","97.05","94.46","94.97","25,227,670"
03/03/2025,"97.98","99.49","96.83","97.59","18,372,189"
02/28/2025,"97.79","98.86","97.17","98.61","25,451,260"
02/27/2025,"95.90","98.04","95.81","96.79","16,431,471"
02/26/2025,"97.70","98.73","96.07","96.20","19,069,721"
02/25/2025,"94.35","97.91","94.24","97.69","29,331,189"
02/24/2025,"94.18","94.64","92.12","93.67","29,755,881"
02/21/2025,"96.53","96.85","94.12","94.78","35,014,809"
02/20/2025,"98.78","100.12","96.68","97.21","55,450,922"
02/19/2025,"103.85","104.20","102.55","104.00","18,507,980"
02/18/2025,"103.72","103.99","102.51","103.78","18,247,311"
02/14/2025,"105.30","105.30","103.60","104.04","14,109,460"
02/13/2025,"104.00","105.24","103.53","105.05","12,604,410"
02/12/2025,"102.12","103.90","102.04","103.61","15,162,130"
02/11/2025,"102.62","102.85","101.85","102.47","11,953,630"
02/10/2025,"101.95","102.93","101.25","102.92","15,274,640"
02/07/2025,"103.00","103.11","101.11","101.15","12,451,070"
02/06/2025,"102.53","103.02","101.94","102.85","13,088,470"
02/05/2025,"100.65","102.58","100.54","102.46","15,926,720"
02/04/2025,"99.97","100.95","99.69","100.77","15,201,190"
02/03/2025,"96.77","99.79","96.47","99.54","20,484,150"
01/31/2025,"99.00","99.00","97.70","98.16","16,413,891"
01/30/2025,"97.69","98.93","97.42","98.65","11,012,220"
01/29/2025,"97.43","98.17","97.22","97.50","11,261,440"
01/28/2025,"97.23","97.84","96.73","97.29","14,641,620"
01/27/2025,"95.90","97.46","94.82","97.40","18,880,609"
01/24/2025,"93.54","95.01","93.46","94.76","14,973,770"
01/23/2025,"92.96","93.81","92.32","93.81","14,198,440"
01/22/2025,"93.77","94.00","92.52","93.23","15,567,060"
01/21/2025,"92.48","94.24","92.31","93.08","23,247,449"
01/17/2025,"92.07","92.26","91.05","91.94","15,868,210"
01/16/2025,"91.50","91.72","90.12","91.30","13,267,720"
01/15/2025,"91.07","91.73","90.81","91.34","17,348,170"
01/14/2025,"91.86","91.98","90.57","90.79","13,549,160"
01/13/2025,"92.12","92.43","91.10","91.53","18,617,080"
01/10/2025,"92.49","93.58","92.20","93.00","18,140,859"
01/08/2025,"91.11","91.85","90.82","91.80","13,453,630"
01/07/2025,"91.70","91.94","90.45","90.81","11,238,040"
01/06/2025,"90.83","92.47","90.67","91.43","14,519,860"
01/03/2025,"90.15","91.30","90.14","90.78","10,834,630"
01/02/2025,"89.98","90.60","89.52","90.00","14,820,440"
12/31/2024,"90.57","90.94","90.06","90.35","11,267,650"
12/30/2024,"90.73","91.07","90.13","90.57","9,790,196"
12/27/2024,"92.13","92.35","91.03","91.66","11,384,360"
12/26/2024,"92.54","92.88","92.17","92.79","10,997,610"
12/24/2024,"90.37","92.68","90.35","92.68","8,992,427"
12/23/2024,"91.50","91.50","88.91","90.35","26,205,381"
12/20/2024,"93.01","93.75","91.63","92.24","49,350,594"
12/19/2024,"94.48","94.57","93.36","93.40","16,606,500"
12/18/2024,"95.34","95.90","93.13","93.55","24,665,600"
12/17/2024,"95.14","95.49","94.32","95.42","23,560,820"
12/16/2024,"94.42","95.71","94.10","94.87","16,741,990"
12/13/2024,"93.80","94.68","93.04","94.25","11,495,850"
12/12/2024,"95.68","95.72","94.09","94.09","14,298,630"
12/11/2024,"94.54","95.69","94.50","94.96","19,682,090"
12/10/2024,"94.05","95.24","93.77","94.55","13,164,490"
12/09/2024,"95.66","95.94","93.60","93.83","20,931,080"
12/06/2024,"95.54","96.18","95.33","95.70","18,803,500"
12/05/2024,"94.89","95.60","94.34","95.30","21,932,330"
12/04/2024,"93.45","94.52","93.05","94.45","17,312,580"
12/03/2024,"92.78","93.59","92.26","93.51","17,775,230"
12/02/2024,"92.82","92.99","91.95","92.64","17,172,949"
11/29/2024,"92.26","92.64","91.82","92.50","11,041,180"
11/27/2024,"92.00","92.25","91.31","91.88","14,358,860"
11/26/2024,"89.89","91.88","89.84","91.31","16,657,020"
11/25/2024,"90.50","90.95","89.06","89.50","25,078,631"
11/22/2024,"89.41","90.91","88.93","90.44","23,990,650"
11/21/2024,"87.45","88.64","86.93","88.39","18,729,221"
11/20/2024,"86.60","87.20","85.91","87.18","18,183,189"
11/19/2024,"86.23","88.29","85.91","86.60","36,340,859"
11/18/2024,"84.82","84.85","83.66","84.08","25,278,119"
11/15/2024,"84.53","84.78","83.94","84.25","17,370,600"
11/14/2024,"85.03","85.76","84.34","84.47","15,740,730"
11/13/2024,"84.99","85.79","84.77","85.50","12,802,620"
11/12/2024,"84.50","85.53","84.50","84.99","12,860,190"
11/11/2024,"84.95","85.41","84.12","84.21","10,433,170"
11/08/2024,"84.28","85.42","84.23","84.83","14,396,540"
11/07/2024,"83.72","84.39","83.42","83.85","12,665,780"
11/06/2024,"85.14","85.54","82.06","83.44","19,974,039"
11/05/2024,"82.68","83.77","82.51","83.68","10,612,490"
11/04/2024,"82.20","82.91","82.00","82.45","11,731,040"
11/01/2024,"82.53","82.53","81.54","82.19","12,181,830"
10/31/2024,"81.29","82.44","81.22","81.95","15,538,970"
10/30/2024,"81.60","81.83","81.30","81.39","9,268,824"
10/29/2024,"82.67","82.86","81.67","81.70","9,682,403"
10/28/2024,"82.75","83.08","82.47","82.75","7,990,186"
10/25/2024,"83.20","83.30","82.44","82.51","8,959,412"
10/24/2024,"82.96","83.32","82.58","83.04","11,645,860"
10/23/2024,"81.89","83.34","81.80","83.27","13,058,240"
10/22/2024,"81.11","82.23","80.83","82.02","12,240,150"
10/21/2024,"81.23","81.55","80.72","80.81","9,750,376"
10/18/2024,"80.87","81.69","80.66","81.31","12,324,150"
10/17/2024,"81.27","81.50","80.65","80.89","9,424,705"
10/16/2024,"81.53","81.66","80.62","81.22","11,123,250"
10/15/2024,"80.67","81.82","80.51","81.65","13,276,220"
10/14/2024,"80.05","80.51","79.76","80.29","9,914,477"
10/11/2024,"79.70","80.13","79.37","80.10","9,570,734"
10/10/2024,"80.31","80.32","79.46","79.61","10,812,700"
10/09/2024,"79.82","80.50","79.75","80.40","12,413,030"
10/08/2024,"79.62","79.82","79.07","79.71","15,269,960"
10/07/2024,"80.69","80.94","78.98","79.10","16,791,650"
10/04/2024,"80.05","81.12","79.85","80.94","11,591,390"
10/03/2024,"80.30","80.58","79.85","80.43","11,640,420"
10/02/2024,"80.99","80.99","80.12","80.43","16,618,270"
10/01/2024,"80.68","81.53","80.44","81.27","16,054,250"
09/30/2024,"79.89","80.94","79.86","80.75","19,008,189"
09/27/2024,"79.90","80.29","79.60","79.78","11,899,050"
09/26/2024,"81.04","81.20","79.26","79.92","17,061,131"
09/25/2024,"80.89","81.60","80.68","81.40","14,163,790"
09/24/2024,"80.48","80.91","80.24","80.67","14,651,130"
09/23/2024,"79.07","80.44","79.07","80.33","12,147,260"
09/20/2024,"78.23","79.61","78.11","79.06","39,534,246"
09/19/2024,"79.05","79.09","77.49","78.04","21,525,689"
09/18/2024,"78.64","79.41","78.28","79.03","15,684,880"
09/17/2024,"79.76","80.26","78.26","78.60","21,065,939"
09/16/2024,"80.84","81.02","80.14","80.56","15,346,370"
09/13/2024,"79.82","80.69","79.69","80.60","12,994,100"
09/12/2024,"78.99","79.91","78.62","79.66","14,884,850"
09/11/2024,"78.38","78.92","77.57","78.84","19,518,760"
09/10/2024,"77.35","78.90","77.28","78.81","17,686,279"
09/09/2024,"76.85","77.47","76.49","77.34","22,260,230"
09/06/2024,"76.90","77.32","76.30","76.64","14,548,590"
09/05/2024,"77.25","77.45","76.39","76.96","13,082,890"
09/04/2024,"77.33","77.48","76.73","77.24","18,442,779"
09/03/2024,"77.33","77.81","76.80","77.17","22,660,700"
08/30/2024,"76.44","77.48","76.22","77.23","23,229,980"
08/29/2024,"75.99","76.47","75.67","76.42","11,856,790"
08/28/2024,"76.28","76.43","75.81","76.08","9,814,264"
08/27/2024,"76.45","76.45","75.77","76.13","11,557,760"
08/26/2024,"75.90","76.21","75.57","76.03","9,508,215"
08/23/2024,"75.60","75.81","75.01","75.70","12,299,090"
08/22/2024,"75.37","76.22","75.15","75.58","16,511,141"
08/21/2024,"75.30","75.58","74.59","75.24","14,831,990"
08/20/2024,"73.75","74.75","73.72","74.54","14,433,990"
08/19/2024,"73.39","73.98","73.34","73.72","13,709,270"
08/16/2024,"72.70","73.61","72.52","73.45","19,872,141"
08/15/2024,"74.12","74.44","72.78","73.18","49,567,500"
08/14/2024,"67.92","68.79","67.85","68.66","22,928,551"
08/13/2024,"68.43","68.61","67.14","68.13","26,557,900"
08/12/2024,"68.34","69.23","68.07","68.70","17,385,279"
08/09/2024,"67.85","68.22","67.33","67.95","13,805,580"
08/08/2024,"66.84","67.92","66.67","67.66","12,489,820"
08/07/2024,"67.87","68.01","66.81","66.91","18,499,199"
08/06/2024,"67.84","68.63","67.68","67.74","14,815,070"
08/05/2024,"68.10","68.58","66.91","67.59","20,770,461"
08/02/2024,"69.60","70.24","67.74","68.46","23,578,660"
08/01/2024,"68.91","69.80","68.52","69.79","17,275,529"
07/31/2024,"69.18","69.25","68.29","68.64","22,908,760"
07/30/2024,"69.55","69.85","68.98","69.19","12,522,470"
07/29/2024,"69.85","69.90","69.13","69.62","10,315,310"
07/26/2024,"70.23","70.24","68.83","69.78","16,789,311"
07/25/2024,"70.60","70.77","69.95","70.02","18,821,199"
07/24/2024,"70.52","70.84","70.34","70.60","22,490,779"
07/23/2024,"70.47","70.70","70.11","70.65","9,263,561"
07/22/2024,"70.86","71.26","70.23","70.38","12,666,130"
07/19/2024,"71.20","71.33","70.65","70.75","11,665,530"
07/18/2024,"70.68","71.19","70.43","70.82","10,682,740"
07/17/2024,"70.18","71.10","69.95","71.03","13,533,790"
07/16/2024,"69.82","70.24","69.58","69.99","9,836,824"
07/15/2024,"69.30","69.98","69.30","69.61","10,171,140"
07/12/2024,"69.90","70.03","69.17","69.24","12,145,320"
07/11/2024,"70.18","70.45","69.26","69.80","15,624,800"
07/10/2024,"70.10","70.44","69.72","70.41","10,803,410"
07/09/2024,"69.90","70.25","69.67","69.90","9,781,831"
07/08/2024,"69.90","70.14","69.35","69.68","12,077,680"
07/05/2024,"68.16","70.15","68.10","70.04","21,586,100"
07/03/2024,"67.81","68.25","67.62","68.24","6,287,545"
07/02/2024,"67.44","68.09","67.26","68.07","9,436,487"
07/01/2024,"67.89","68.24","67.25","67.48","8,666,021"
06/28/2024,"67.87","68.10","67.32","67.71","18,816,721"
06/27/2024,"68.29","68.58","67.67","67.88","12,899,190"
06/26/2024,"67.40","68.60","67.21","68.29","14,177,520"
06/25/2024,"67.17","67.59","66.55","67.42","20,904,039"
06/24/2024,"68.05","69.04","67.90","68.90","12,470,450"
06/21/2024,"68.26","68.55","67.83","67.91","25,891,529"
06/20/2024,"67.35","68.13","67.30","68.01","13,860,760"
06/18/2024,"67.63","67.87","67.30","67.60","12,093,550"
06/17/2024,"66.92","67.44","66.41","67.42","12,103,040"
06/14/2024,"66.54","67.11","66.30","67.02","12,590,150"
06/13/2024,"66.30","66.76","65.95","66.70","11,196,600"
06/12/2024,"66.85","66.94","65.90","66.31","11,704,700"
06/11/2024,"66.95","66.96","66.35","66.73","13,367,510"
06/10/2024,"67.19","67.33","66.27","66.96","21,667,420"
06/07/2024,"67.40","67.57","65.64","65.88","20,213,211"
06/06/2024,"67.06","67.44","66.77","67.15","13,256,010"
06/05/2024,"66.57","67.15","66.28","67.09","14,982,670"
06/04/2024,"65.99","66.64","65.84","66.60","14,780,760"
06/03/2024,"65.51","65.84","65.16","65.82","11,578,710"
05/31/2024,"64.67","65.90","64.16","65.76","27,632,221"
05/30/2024,"64.93","65.17","64.77","64.89","13,053,480"
05/29/2024,"64.75","65.21","64.65","64.92","11,538,550"
05/28/2024,"65.22","65.47","64.74","65.04","13,349,620"
05/24/2024,"65.13","65.69","65.01","65.38","11,795,020"
05/23/2024,"65.17","65.52","64.56","64.84","16,222,950"
05/22/2024,"64.98","65.69","64.73","65.25","14,879,430"
05/21/2024,"64.53","65.19","64.45","65.15","17,131,689"
05/20/2024,"64.42","64.76","63.87","64.18","15,001,390"
05/17/2024,"64.24","64.88","63.63","64.65","29,330,381"
05/16/2024,"64.22","64.42","62.94","64.01","60,545,609"
05/15/2024,"59.83","59.94","59.47","59.83","22,240,561"
05/14/2024,"60.52","60.55","59.44","59.86","18,780,141"
05/13/2024,"60.62","61.35","60.29","60.41","19,260,520"
