Date,Open,High,Low,Close,Volume
02/25/2025,"80.31","81.96","80.05","81.72","15,522,510"
02/24/2025,"78.88","81.09","78.75","80.28","24,553,490"
02/21/2025,"77.40","77.99","75.86","76.50","12,823,390"
02/20/2025,"76.91","77.27","76.34","77.23","10,689,580"
02/19/2025,"76.82","77.68","76.09","76.78","14,184,100"
02/18/2025,"74.50","77.68","74.50","77.59","28,252,381"
02/14/2025,"73.17","73.50","72.34","73.04","9,254,379"
02/13/2025,"72.45","73.60","71.63","73.21","9,739,567"
02/12/2025,"70.60","72.45","70.33","72.26","10,810,860"
02/11/2025,"70.57","71.99","70.51","71.34","9,636,623"
02/10/2025,"69.36","70.95","69.12","70.94","16,201,330"
02/07/2025,"70.56","70.81","68.62","68.68","27,428,699"
02/06/2025,"75.24","75.40","71.63","71.74","16,059,370"
02/05/2025,"76.30","76.79","74.40","74.57","9,807,401"
02/04/2025,"77.55","78.16","76.04","76.72","11,943,730"
02/03/2025,"74.90","76.69","73.22","76.59","18,539,221"
01/31/2025,"78.11","78.86","76.76","76.90","13,105,920"
01/30/2025,"76.85","78.77","76.85","78.33","10,902,070"
01/29/2025,"74.45","77.12","74.32","76.58","11,764,840"
01/28/2025,"75.33","75.60","74.16","74.39","8,694,418"
01/27/2025,"73.44","75.85","73.42","75.58","11,665,380"
01/24/2025,"74.07","74.25","73.25","73.57","8,106,651"
01/23/2025,"73.34","74.50","72.37","74.29","10,677,450"
01/22/2025,"73.38","74.70","73.01","74.04","13,029,270"
01/21/2025,"71.30","73.27","71.14","73.17","14,199,940"
01/17/2025,"71.43","71.52","70.84","70.84","9,711,265"
01/16/2025,"70.90","71.23","70.32","71.11","13,694,630"
01/15/2025,"71.99","72.25","70.84","71.07","13,468,080"
01/14/2025,"72.07","72.21","70.53","71.17","16,732,891"
01/13/2025,"71.17","72.60","70.78","72.08","14,584,310"
01/10/2025,"71.85","72.39","71.09","71.20","15,677,380"
01/08/2025,"71.56","71.82","71.01","71.29","11,854,970"
01/07/2025,"72.40","73.44","71.98","72.09","10,463,510"
01/06/2025,"73.75","74.32","71.97","72.00","14,947,260"
01/03/2025,"73.92","74.19","73.01","73.31","10,083,480"
01/02/2025,"76.25","76.69","73.24","73.67","10,883,420"
12/31/2024,"74.90","76.39","74.78","75.67","9,425,602"
12/30/2024,"75.60","75.77","74.55","74.65","9,042,879"
12/27/2024,"76.52","76.93","75.80","76.42","6,334,415"
12/26/2024,"76.60","77.46","76.54","76.94","6,367,057"
12/24/2024,"76.75","77.11","76.36","76.79","4,919,075"
12/23/2024,"76.33","78.41","75.74","76.76","14,203,770"
12/20/2024,"75.96","78.00","74.86","76.94","49,883,422"
12/19/2024,"76.94","77.94","76.43","77.10","27,067,580"
12/18/2024,"77.98","79.00","76.84","76.90","14,376,890"
12/17/2024,"77.36","78.77","77.25","78.00","12,452,420"
12/16/2024,"76.76","79.02","76.66","77.20","13,034,010"
12/13/2024,"77.35","77.83","76.77","77.25","8,037,339"
12/12/2024,"78.71","79.37","77.86","77.96","6,983,241"
12/11/2024,"76.79","78.98","76.31","78.85","12,033,170"
12/10/2024,"77.50","78.08","76.62","76.74","12,193,110"
12/09/2024,"79.44","79.45","77.52","77.64","12,043,380"
12/06/2024,"79.22","81.18","78.84","78.89","13,931,060"
12/05/2024,"78.26","78.90","78.10","78.58","8,316,548"
12/04/2024,"77.82","78.51","77.10","78.37","15,042,590"
12/03/2024,"79.00","79.40","77.61","78.86","9,414,505"
12/02/2024,"77.92","79.10","77.20","79.09","11,221,030"
11/29/2024,"78.20","79.18","78.03","78.77","7,123,471"
11/27/2024,"77.61","79.05","77.59","78.34","8,713,504"
11/26/2024,"78.90","78.90","77.57","77.61","9,495,649"
11/25/2024,"78.50","79.86","78.41","79.26","18,328,920"
11/22/2024,"76.13","77.50","75.83","77.40","12,248,580"
11/21/2024,"73.36","75.56","73.20","75.10","12,818,640"
11/20/2024,"73.66","73.84","72.71","73.36","12,290,320"
11/19/2024,"74.50","74.73","73.60","73.91","12,028,440"
11/18/2024,"76.16","76.20","74.25","74.89","12,609,190"
11/15/2024,"76.00","77.65","75.61","76.66","13,584,940"
11/14/2024,"76.68","76.98","75.67","75.68","6,991,574"
11/13/2024,"76.91","77.29","76.47","76.52","6,835,348"
11/12/2024,"76.46","77.43","76.14","76.66","9,013,905"
11/11/2024,"76.15","77.40","76.10","76.60","9,877,188"
11/08/2024,"75.50","76.56","75.25","75.88","8,140,788"
11/07/2024,"75.70","76.37","75.21","75.92","11,831,060"
11/06/2024,"76.87","76.95","75.12","75.32","16,193,700"
11/05/2024,"77.25","78.00","77.00","77.98","5,629,199"
11/04/2024,"77.99","78.55","77.12","77.19","6,593,781"
11/01/2024,"77.05","78.13","76.96","78.06","9,623,692"
10/31/2024,"76.20","77.34","75.20","77.13","13,990,090"
10/30/2024,"78.00","78.11","76.42","76.45","15,691,330"
10/29/2024,"78.88","79.47","78.20","78.40","7,241,111"
10/28/2024,"79.32","79.64","78.82","78.91","6,617,243"
10/25/2024,"79.22","79.58","78.52","78.85","9,385,379"
10/24/2024,"80.50","80.80","79.03","79.04","7,424,459"
10/23/2024,"81.00","81.04","79.79","80.05","7,253,085"
10/22/2024,"81.35","82.42","81.23","81.42","7,308,823"
10/21/2024,"82.85","83.09","81.44","81.48","7,550,197"
10/18/2024,"83.78","83.95","82.63","82.92","7,214,787"
10/17/2024,"84.11","84.76","83.38","83.40","9,204,490"
10/16/2024,"82.14","84.09","82.05","83.94","11,220,590"
10/15/2024,"81.05","82.72","81.05","82.12","11,804,390"
10/14/2024,"82.00","82.04","80.80","81.60","8,177,686"
10/11/2024,"82.04","82.27","81.18","82.15","10,171,110"
10/10/2024,"83.40","83.45","82.03","82.10","8,370,188"
10/09/2024,"81.14","82.93","81.07","82.45","11,750,640"
10/08/2024,"80.75","81.42","79.93","80.77","10,569,620"
10/07/2024,"82.14","82.47","80.09","80.83","12,767,400"
10/04/2024,"82.63","83.54","82.10","82.25","10,342,360"
10/03/2024,"82.40","83.78","81.98","82.10","18,143,750"
10/02/2024,"82.89","85.23","81.77","83.10","33,208,789"
10/01/2024,"88.00","89.64","87.71","89.13","20,623,381"
09/30/2024,"89.70","89.75","87.73","88.40","12,036,390"
09/27/2024,"89.45","90.26","89.21","89.44","9,181,004"
09/26/2024,"89.92","90.62","89.05","89.39","13,592,810"
09/25/2024,"87.85","88.10","87.24","88.00","12,392,850"
09/24/2024,"87.44","88.28","86.66","87.46","21,123,260"
09/23/2024,"85.40","86.53","85.05","86.20","17,712,400"
09/20/2024,"87.87","88.00","84.81","86.52","52,039,262"
09/19/2024,"82.60","83.12","80.47","80.98","15,067,070"
09/18/2024,"80.66","81.76","80.23","80.90","7,637,007"
09/17/2024,"80.01","80.98","79.86","80.64","7,580,602"
09/16/2024,"79.33","79.99","78.69","79.80","9,547,660"
09/13/2024,"78.30","79.49","78.11","79.01","5,814,152"
09/12/2024,"78.23","79.07","77.53","78.40","7,186,114"
09/11/2024,"78.00","78.59","76.74","78.40","8,265,542"
09/10/2024,"79.56","79.56","77.55","78.09","9,748,356"
09/09/2024,"80.75","81.58","79.02","79.49","8,003,349"
09/06/2024,"80.88","81.88","80.35","80.63","8,512,173"
09/05/2024,"81.13","81.24","80.21","80.83","7,596,293"
09/04/2024,"80.10","81.09","79.67","81.02","12,837,370"
09/03/2024,"82.71","82.94","81.01","81.32","10,129,700"
08/30/2024,"83.60","83.88","82.05","83.32","13,755,270"
08/29/2024,"83.45","83.89","82.86","83.26","7,477,205"
08/28/2024,"85.05","85.43","81.88","82.79","11,088,620"
08/27/2024,"84.07","85.39","83.61","85.29","14,953,990"
08/26/2024,"83.47","84.51","83.38","84.28","7,853,325"
08/23/2024,"83.34","84.24","83.22","84.05","9,219,749"
08/22/2024,"84.45","84.68","83.21","83.41","8,485,455"
08/21/2024,"83.67","84.24","83.22","84.00","6,915,865"
08/20/2024,"83.49","83.90","82.77","83.56","7,863,052"
08/19/2024,"83.23","83.99","82.92","83.28","9,627,253"
08/16/2024,"82.88","83.94","82.44","83.23","13,794,180"
08/15/2024,"82.10","83.06","80.67","82.50","23,583,641"
08/14/2024,"78.00","79.09","77.42","78.52","13,612,960"
08/13/2024,"75.25","79.05","75.07","78.50","22,114,820"
08/12/2024,"74.71","75.00","74.05","74.64","7,067,256"
08/09/2024,"74.12","74.58","73.37","74.34","7,186,634"
08/08/2024,"73.23","74.21","73.05","74.19","8,828,032"
08/07/2024,"72.88","74.21","72.53","72.62","9,571,247"
08/06/2024,"71.66","73.24","71.51","72.50","13,469,720"
08/05/2024,"71.06","72.62","70.75","71.42","13,191,530"
08/02/2024,"72.83","74.13","71.92","74.01","11,526,630"
08/01/2024,"74.70","74.79","73.26","73.85","9,563,543"
07/31/2024,"74.50","75.43","73.92","74.86","14,632,940"
07/30/2024,"73.69","74.49","73.46","74.32","8,515,720"
07/29/2024,"72.50","73.87","72.20","73.55","10,471,840"
07/26/2024,"72.00","72.78","71.87","72.56","8,891,986"
07/25/2024,"71.53","72.43","70.91","71.41","13,855,390"
07/24/2024,"73.25","73.39","71.08","71.09","18,563,320"
07/23/2024,"74.63","75.04","73.24","73.40","11,041,790"
07/22/2024,"73.12","75.34","73.07","74.86","19,385,490"
07/19/2024,"72.30","72.82","71.85","72.70","11,913,320"
07/18/2024,"72.97","73.93","72.35","72.38","14,440,130"
07/17/2024,"72.53","73.34","72.50","73.07","11,161,560"
07/16/2024,"71.51","72.96","71.51","72.81","20,980,670"
07/15/2024,"73.00","73.01","71.24","71.31","20,775,811"
07/12/2024,"73.57","74.05","73.17","73.42","14,527,520"
07/11/2024,"72.70","73.75","72.29","73.39","15,876,670"
07/10/2024,"72.26","72.64","71.67","72.54","21,378,211"
07/09/2024,"73.30","74.14","72.38","72.46","23,502,449"
07/08/2024,"75.41","75.49","73.00","73.05","29,905,039"
07/05/2024,"75.36","76.09","74.78","75.43","19,603,689"
07/03/2024,"75.50","75.92","75.02","75.24","15,952,010"
07/02/2024,"76.82","76.94","75.39","76.04","26,183,350"
07/01/2024,"75.50","77.06","74.29","76.83","44,369,008"
06/28/2024,"77.13","79.05","74.55","75.37","129,967,000"
06/27/2024,"93.77","94.74","93.39","94.19","25,772,730"
06/26/2024,"94.09","94.48","93.15","94.06","10,160,430"
06/25/2024,"97.31","97.64","94.50","94.75","9,036,181"
06/24/2024,"97.30","98.04","96.68","97.17","9,466,888"
06/21/2024,"95.96","97.21","95.42","97.18","15,569,880"
06/20/2024,"93.88","96.09","93.52","95.57","9,393,767"
06/18/2024,"94.67","95.26","94.21","94.78","6,712,037"
06/17/2024,"92.01","95.12","92.01","95.00","6,365,370"
06/14/2024,"93.80","94.78","93.30","93.39","7,426,757"
06/13/2024,"94.04","94.53","93.72","94.18","8,348,214"
06/12/2024,"96.35","96.50","93.50","93.68","9,861,264"
06/11/2024,"95.52","96.00","94.52","95.87","7,301,545"
06/10/2024,"95.73","96.99","95.60","96.00","7,035,626"
06/07/2024,"95.39","97.94","95.30","96.55","9,397,364"
06/06/2024,"94.86","96.80","93.99","95.72","9,760,077"
06/05/2024,"95.32","95.32","93.70","94.32","7,463,299"
06/04/2024,"94.29","95.11","93.41","94.74","7,838,435"
06/03/2024,"94.52","95.25","94.05","94.40","9,668,106"
05/31/2024,"93.50","95.07","92.97","95.05","12,565,600"
05/30/2024,"92.23","93.88","91.96","93.45","9,310,016"
05/29/2024,"91.68","92.72","91.38","91.67","7,237,340"
05/28/2024,"91.74","92.52","91.35","92.00","10,834,960"
05/24/2024,"91.77","92.20","91.49","91.75","6,937,118"
05/23/2024,"92.45","92.58","91.15","91.40","7,729,024"
05/22/2024,"91.95","92.76","91.65","92.50","7,611,906"
05/21/2024,"91.57","92.85","91.45","92.82","7,809,654"
05/20/2024,"92.25","92.70","90.83","91.77","9,701,510"
05/17/2024,"92.01","92.29","91.34","92.18","12,019,570"
05/16/2024,"91.69","92.84","91.53","91.77","12,711,680"
05/15/2024,"92.29","92.62","90.85","91.67","15,614,450"
05/14/2024,"92.99","94.34","92.60","92.79","7,810,983"
05/13/2024,"91.27","92.77","91.15","92.72","8,792,060"
